"guid","link","pubDate","Title","Description"
"163093","https://www.tenable.com/plugins/nessus/163093","Thu, 14 Jul 2022 00:00:00 GMT","SUSE SLES12 Security Update : squid (SUSE-SU-2022:2392-1)","
      Nessus Plugin ID 163093 with High Severity
      Synopsis
      The remote SUSE host is missing one or more security updates.
      Description
      The remote SUSE Linux SLES12 host has a package installed that is affected by multiple vulnerabilities as referenced in the SUSE-SU-2022:2392-1 advisory.  - An issue was discovered in Squid through 4.13 and 5.x through 5.0.4. Due to improper input validation, it     allows a trusted client to perform HTTP Request Smuggling and access services otherwise forbidden by the     security controls. This occurs for certain uri_whitespace configuration settings. (CVE-2020-25097)  - An issue was discovered in Squid before 4.15 and 5.x before 5.0.6. Due to a buffer-management bug, it     allows a denial of service. When resolving a request with the urn: scheme, the parser leaks a small amount     of memory. However, there is an unspecified attack methodology that can easily trigger a large amount of     memory consumption. (CVE-2021-28651)  - squid: DoS when processing gopher server responses (CVE-2021-46784)Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version number.
      Solution
      Update the affected squid package.

      Read more at  https://www.tenable.com/plugins/nessus/163093
    "
"163092","https://www.tenable.com/plugins/nessus/163092","Thu, 14 Jul 2022 00:00:00 GMT","SUSE SLES15 Security Update : openssl-1_1 (SUSE-SU-2021:0955-2)","
      Nessus Plugin ID 163092 with Medium Severity
      Synopsis
      The remote SUSE host is missing a security update.
      Description
      The remote SUSE Linux SLES15 host has packages installed that are affected by a vulnerability as referenced in the SUSE- SU-2021:0955-2 advisory.  - An OpenSSL TLS server may crash if sent a maliciously crafted renegotiation ClientHello message from a     client. If a TLSv1.2 renegotiation ClientHello omits the signature_algorithms extension (where it was     present in the initial ClientHello), but includes a signature_algorithms_cert extension then a NULL     pointer dereference will result, leading to a crash and a denial of service attack. A server is only     vulnerable if it has TLSv1.2 and renegotiation enabled (which is the default configuration). OpenSSL TLS     clients are not impacted by this issue. All OpenSSL 1.1.1 versions are affected by this issue. Users of     these versions should upgrade to OpenSSL 1.1.1k. OpenSSL 1.0.2 is not impacted by this issue. Fixed in     OpenSSL 1.1.1k (Affected 1.1.1-1.1.1j). (CVE-2021-3449)Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version number.
      Solution
      Update the affected packages.

      Read more at  https://www.tenable.com/plugins/nessus/163092
    "
"163091","https://www.tenable.com/plugins/nessus/163091","Thu, 14 Jul 2022 00:00:00 GMT","SUSE SLES12 Security Update : kernel (SUSE-SU-2022:2379-1)","
      Nessus Plugin ID 163091 with High Severity
      Synopsis
      The remote SUSE host is missing one or more security updates.
      Description
      The remote SUSE Linux SLES12 host has packages installed that are affected by multiple vulnerabilities as referenced in the SUSE-SU-2022:2379-1 advisory.  - The usb_serial_console_disconnect function in drivers/usb/serial/console.c in the Linux kernel before     4.13.8 allows local users to cause a denial of service (use-after-free and system crash) or possibly have     unspecified other impact via a crafted USB device, related to disconnection and failed setup.    (CVE-2017-16525)  - Some AMD CPUs may transiently execute beyond unconditional direct branches, which may potentially result     in data leakage. (CVE-2021-26341)  - An out of memory bounds write flaw (1 or 2 bytes of memory) in the Linux kernel NFS subsystem was found in     the way users use mirroring (replication of files with NFS). A user, having access to the NFS mount, could     potentially use this flaw to crash the system or escalate privileges on the system. (CVE-2021-4157)  - A use-after-free flaw was found in the Linux kernel's Atheros wireless adapter driver in the way a user     forces the ath9k_htc_wait_for_target function to fail with some input messages. This flaw allows a local     user to crash or potentially escalate their privileges on the system. (CVE-2022-1679)  - In lg_probe and related functions of hid-lg.c and other USB HID files, there is a possible out of bounds     read due to improper input validation. This could lead to local information disclosure if a malicious USB     HID device were plugged in, with no additional execution privileges needed. User interaction is not needed     for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-188677105References: Upstream     kernel (CVE-2022-20132)  - In ip_check_mc_rcu of igmp.c, there is a possible use after free due to improper locking. This could lead     to local escalation of privilege when opening and closing inet sockets with no additional execution     privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android     kernelAndroid ID: A-112551163References: Upstream kernel (CVE-2022-20141)  - AMD microprocessor families 15h to 18h are affected by a new Spectre variant that is able to bypass their     retpoline mitigation in the kernel to leak arbitrary data. An attacker with unprivileged user access can     hijack return instructions to achieve arbitrary speculative code execution under certain     microarchitecture-dependent conditions. (CVE-2022-29900)  - Intel microprocessor generations 6 to 8 are affected by a new Spectre variant that is able to bypass their     retpoline mitigation in the kernel to leak arbitrary data. An attacker with unprivileged user access can     hijack return instructions to achieve arbitrary speculative code execution under certain     microarchitecture-dependent conditions. (CVE-2022-29901)  - drivers/block/floppy.c in the Linux kernel before 5.17.6 is vulnerable to a denial of service, because of     a concurrency use-after-free flaw after deallocating raw_cmd in the raw_cmd_ioctl function.    (CVE-2022-33981)Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version number.
      Solution
      Update the affected packages.

      Read more at  https://www.tenable.com/plugins/nessus/163091
    "
"163090","https://www.tenable.com/plugins/nessus/163090","Thu, 14 Jul 2022 00:00:00 GMT","Fedora 36 : kernel (2022-c69ef9c1dd)","
      Nessus Plugin ID 163090 with Medium Severity
      Synopsis
      The remote Fedora host is missing one or more security updates.
      Description
      The remote Fedora 36 host has a package installed that is affected by multiple vulnerabilities as referenced in the FEDORA-2022-c69ef9c1dd advisory.  - AMD microprocessor families 15h to 18h are affected by a new Spectre variant that is able to bypass their     retpoline mitigation in the kernel to leak arbitrary data. An attacker with unprivileged user access can     hijack return instructions to achieve arbitrary speculative code execution under certain     microarchitecture-dependent conditions. (CVE-2022-29900)  - Intel microprocessor generations 6 to 8 are affected by a new Spectre variant that is able to bypass their     retpoline mitigation in the kernel to leak arbitrary data. An attacker with unprivileged user access can     hijack return instructions to achieve arbitrary speculative code execution under certain     microarchitecture-dependent conditions. (CVE-2022-29901)  - AMD: CVE-2022-23816 AMD CPU Branch Type Confusion (CVE-2022-23816)  - AMD: CVE-2022-23825 AMD CPU Branch Type Confusion (CVE-2022-23825)Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version number.
      Solution
      Update the affected kernel package.

      Read more at  https://www.tenable.com/plugins/nessus/163090
    "
"163089","https://www.tenable.com/plugins/nessus/163089","Wed, 13 Jul 2022 00:00:00 GMT","Slackware Linux 15.0 / current xorg-server  Multiple Vulnerabilities (SSA:2022-194-01)","
      Nessus Plugin ID 163089 with High Severity
      Synopsis
      The remote Slackware Linux host is missing a security update to xorg-server.
      Description
      The version of xorg-server installed on the remote host is prior to 1.20.14. It is, therefore, affected by multiple vulnerabilities as referenced in the SSA:2022-194-01 advisory.Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version number.
      Solution
      Upgrade the affected xorg-server package.

      Read more at  https://www.tenable.com/plugins/nessus/163089
    "
"163088","https://www.tenable.com/plugins/nessus/163088","Wed, 13 Jul 2022 00:00:00 GMT","F5 Networks BIG-IP : AMD processors vulnerability (K43357358)","
      Nessus Plugin ID 163088 with Medium Severity
      Synopsis
      The remote device is missing a vendor-supplied security patch.
      Description
      The version of F5 Networks BIG-IP installed on the remote host is prior to tested version. It is, therefore, affected by a vulnerability as referenced in the K43357358 advisory.  - A potential vulnerability in some AMD processors using frequency scaling may allow an authenticated     attacker to execute a timing attack to potentially enable information disclosure. (CVE-2022-23823)Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version number.
      Solution
      Upgrade to one of the non-vulnerable versions listed in the F5 Solution K43357358.

      Read more at  https://www.tenable.com/plugins/nessus/163088
    "
"163087","https://www.tenable.com/plugins/nessus/163087","Wed, 13 Jul 2022 00:00:00 GMT","F5 Networks BIG-IP : Intel processors vulnerability (K14335949)","
      Nessus Plugin ID 163087 with Medium Severity
      Synopsis
      The remote device is missing a vendor-supplied security patch.
      Description
      The version of F5 Networks BIG-IP installed on the remote host is prior to tested version. It is, therefore, affected by a vulnerability as referenced in the K14335949 advisory.  - Observable behavioral in power management throttling for some Intel(R) Processors may allow an     authenticated user to potentially enable information disclosure via network access. (CVE-2022-24436)Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version number.
      Solution
      Upgrade to one of the non-vulnerable versions listed in the F5 Solution K14335949.

      Read more at  https://www.tenable.com/plugins/nessus/163087
    "
"163086","https://www.tenable.com/plugins/nessus/163086","Wed, 13 Jul 2022 00:00:00 GMT","GitLab 12.4 < 14.10.5 / 15.0 < 15.0.4 / 15.1 < 15.1.1 Information Disclosure","
      Nessus Plugin ID 163086 with Medium Severity
      Synopsis
      A source control application running on the remote web server is affected by an information disclosure vulnerability.
      Description
      According to its self-reported version, the instance of GitLab running on the remote web server is 12.4 prior to 14.10.5, 15.0 prior to 15.0.4, or 15.1 prior to 15.1.1. It is, therefore, affected by an information disclosure vulnerability where GitLab was leaking Conan packages names due to incorrect permissions verification.Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version number.
      Solution
      Upgrade to GitLab version 14.10.5, 15.0.4, 15.1.1, or later.

      Read more at  https://www.tenable.com/plugins/nessus/163086
    "
"163085","https://www.tenable.com/plugins/nessus/163085","Wed, 13 Jul 2022 00:00:00 GMT","GitLab 8.13 < 14.10.5 / 15.0 < 15.0.4 / 15.1 < 15.1.1 Improper Access","
      Nessus Plugin ID 163085 with Medium Severity
      Synopsis
      A source control application running on the remote web server is affected by an improper access vulnerability.
      Description
      According to its self-reported version, the instance of GitLab running on the remote web server is 8.13 prior to 14.10.5, 15.0 prior to 15.0.4, or 15.1 prior to 15.1.1. It is, therefore, affected by an improper access vulnerability whereby an unprivileged user can alter a labels description via the REST API.Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version number.
      Solution
      Upgrade to GitLab version 14.10.5, 15.0.4, 15.1.1, or later.

      Read more at  https://www.tenable.com/plugins/nessus/163085
    "
"163084","https://www.tenable.com/plugins/nessus/163084","Wed, 13 Jul 2022 00:00:00 GMT","GitLab 12.5 < 14.10.5 / 15.0 < 15.0.4 / 15.1 < 15.1.1 Information Disclosure","
      Nessus Plugin ID 163084 with Medium Severity
      Synopsis
      A source control application running on the remote web server is affected by an information disclosure vulnerability.
      Description
      According to its self-reported version, the instance of GitLab running on the remote web server is 12.5 prior to 14.10.5, 15.0 prior to 15.0.4, or 15.1 prior to 15.1.1. It is, therefore, affected by an information disclosure vulnerability where release titles are disclosed if group milestones are associated with any project releases.Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version number.
      Solution
      Upgrade to GitLab version 14.10.5, 15.0.4, 15.1.1, or later.

      Read more at  https://www.tenable.com/plugins/nessus/163084
    "
"163083","https://www.tenable.com/plugins/nessus/163083","Wed, 13 Jul 2022 00:00:00 GMT","Cisco Unity Connection Improper Access Control (cisco-sa-ucm-access-dMKvV2DY)","
      Nessus Plugin ID 163083 with Medium Severity
      Synopsis
      The remote device is missing a vendor-supplied security patch
      Description
      The version of Cisco Unity Connection installed on the remote host is 14.x prior to 14SU2. It is, therefore, affected by an improper access control vulnerability. An authenticated attacker with read-only privileges can exploit this vulnerability to perform a set of administrative actions they should not be able to.Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version number.
      Solution
      Upgrade to the relevant fixed version referenced in Cisco bug ID CSCwc12673

      Read more at  https://www.tenable.com/plugins/nessus/163083
    "
"163082","https://www.tenable.com/plugins/nessus/163082","Wed, 13 Jul 2022 00:00:00 GMT","Cisco Unified Communications Manager IM & Presence Service Improper Access Control (cisco-sa-ucm-access-dMKvV2DY)","
      Nessus Plugin ID 163082 with Medium Severity
      Synopsis
      The remote device is missing a vendor-supplied security patch
      Description
      The version of Cisco Unified Communications Manager IM & Presence Service installed on the remote host is 14.x prior to 14SU2. It is, therefore, affected by an improper access control vulnerability. An authenticated attacker with read-only privileges can exploit this vulnerability to perform a set of administrative actions they should not be able to.Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version number.
      Solution
      Upgrade to the relevant fixed version referenced in Cisco bug ID CSCvz16246

      Read more at  https://www.tenable.com/plugins/nessus/163082
    "
"163081","https://www.tenable.com/plugins/nessus/163081","Wed, 13 Jul 2022 00:00:00 GMT","Cisco Unified Communications Manager Improper Access Control (cisco-sa-ucm-access-dMKvV2DY)","
      Nessus Plugin ID 163081 with Medium Severity
      Synopsis
      The remote device is missing a vendor-supplied security patch
      Description
      The version of Cisco Unified Communications Manager installed on the remote host is 14.x prior to 14SU2. It is, therefore, affected by an improper access control vulnerability. An authenticated attacker with read-only privileges can exploit this vulnerability to perform a set of administrative actions they should not be able to.Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version number.
      Solution
      Upgrade to the relevant fixed version referenced in Cisco bug ID CSCvz16246

      Read more at  https://www.tenable.com/plugins/nessus/163081
    "
"163080","https://www.tenable.com/plugins/nessus/163080","Wed, 13 Jul 2022 00:00:00 GMT","Security Updates for Microsoft Office Products C2R (July 2022)","
      Nessus Plugin ID 163080 with Medium Severity
      Synopsis
      The Microsoft Office Products are missing a security update.
      Description
      The Microsoft Office Products are missing a security update. It is, therefore, affected by the following vulnerability:  - A security feature bypass vulnerability exists. An attacker can exploit this and bypass the security     feature and perform unauthorized actions compromising the integrity of the system/application.    (CVE-2022-33632)  - An information disclosure vulnerability exists in the windows graphic component. An unauthenticated,     remote attacker can exploit this to disclose information. (CVE-2022-26934)Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version number.
      Solution
      For Office 365, Office 2016 C2R, or Office 2019, ensure automatic updates are enabled or open any office app and manually perform an update.

      Read more at  https://www.tenable.com/plugins/nessus/163080
    "
"163079","https://www.tenable.com/plugins/nessus/163079","Wed, 13 Jul 2022 00:00:00 GMT","Ubuntu 18.04 LTS : uriparser vulnerabilities (USN-5256-1)","
      Nessus Plugin ID 163079 with Medium Severity
      Synopsis
      The remote Ubuntu host is missing one or more security updates.
      Description
      The remote Ubuntu 18.04 LTS host has packages installed that are affected by multiple vulnerabilities as referenced in the USN-5256-1 advisory.  - An issue was discovered in uriparser before 0.9.6. It performs invalid free operations in     uriFreeUriMembers and uriMakeOwner. (CVE-2021-46141)  - An issue was discovered in uriparser before 0.9.6. It performs invalid free operations in     uriNormalizeSyntax. (CVE-2021-46142)Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version number.
      Solution
      Update the affected liburiparser-dev and / or liburiparser1 packages.

      Read more at  https://www.tenable.com/plugins/nessus/163079
    "
"163078","https://www.tenable.com/plugins/nessus/163078","Wed, 13 Jul 2022 00:00:00 GMT","openSUSE 15 Security Update : chromium (openSUSE-SU-2022:10055-1)","
      Nessus Plugin ID 163078 with Critical Severity
      Synopsis
      The remote SUSE host is missing one or more security updates.
      Description
      The remote SUSE Linux SUSE15 host has packages installed that are affected by multiple vulnerabilities as referenced in the openSUSE-SU-2022:10055-1 advisory.  - This CVE was assigned by Chrome. Microsoft Edge (Chromium-based) ingests Chromium, which addresses this     vulnerability. Please see Google Chrome Releases for more information. (CVE-2022-2294, CVE-2022-2295)  - Use after free in Chrome OS Shell. (CVE-2022-2296)Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version number.
      Solution
      Update the affected chromedriver and / or chromium packages.

      Read more at  https://www.tenable.com/plugins/nessus/163078
    "
"163077","https://www.tenable.com/plugins/nessus/163077","Wed, 13 Jul 2022 00:00:00 GMT","RHEL 8 : kernel-rt (RHSA-2022:5565)","
      Nessus Plugin ID 163077 with High Severity
      Synopsis
      The remote Red Hat host is missing a security update.
      Description
      The remote Redhat Enterprise Linux 8 host has packages installed that are affected by a vulnerability as referenced in the RHSA-2022:5565 advisory.  - kernel: race condition in perf_event_open leads to privilege escalation (CVE-2022-1729)Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version number.
      Solution
      Update the affected packages.

      Read more at  https://www.tenable.com/plugins/nessus/163077
    "
"163076","https://www.tenable.com/plugins/nessus/163076","Wed, 13 Jul 2022 00:00:00 GMT","RHEL 8 : kernel (RHSA-2022:5564)","
      Nessus Plugin ID 163076 with High Severity
      Synopsis
      The remote Red Hat host is missing a security update.
      Description
      The remote Redhat Enterprise Linux 8 host has packages installed that are affected by a vulnerability as referenced in the RHSA-2022:5564 advisory.  - kernel: race condition in perf_event_open leads to privilege escalation (CVE-2022-1729)Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version number.
      Solution
      Update the affected packages.

      Read more at  https://www.tenable.com/plugins/nessus/163076
    "
